"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 26 13:37:02 GMT 2025","Sat Jul 26 13:37:12 GMT 2025","10219","","UIBasicstest.spec.js","","","","@smoke @regression First playwright test",""
"passed","Sat Jul 26 13:37:16 GMT 2025","Sat Jul 26 13:37:17 GMT 2025","1035","","UIBasicstest.spec.js","","","","@regression Third playwright test",""
"passed","Sat Jul 26 13:37:17 GMT 2025","Sat Jul 26 13:37:18 GMT 2025","1287","","UIBasicstest.spec.js","","","","@regression Fourth playwright test",""
"passed","Sat Jul 26 13:37:18 GMT 2025","Sat Jul 26 13:37:22 GMT 2025","3963","","WebAPIPartOne.spec.js","","","","@regression Run first test",""
"passed","Sat Jul 26 13:37:14 GMT 2025","Sat Jul 26 13:37:18 GMT 2025","4032","","ApiTest.spec.js","","","","@smoke @regression second test",""
"passed","Sat Jul 26 13:37:02 GMT 2025","Sat Jul 26 13:37:08 GMT 2025","6238","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
"passed","Sat Jul 26 13:37:10 GMT 2025","Sat Jul 26 13:37:14 GMT 2025","4348","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Sat Jul 26 13:37:14 GMT 2025","Sat Jul 26 13:37:16 GMT 2025","1734","","UIBasicstest.spec.js","","","","@regression Second playwright test",""
