"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 02 13:55:16 GMT 2025","Wed Jul 02 13:55:20 GMT 2025","4400","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Wed Jul 02 13:55:07 GMT 2025","Wed Jul 02 13:55:12 GMT 2025","5886","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
