"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 15 13:48:38 GMT 2025","Tue Jul 15 13:48:42 GMT 2025","3896","","ApiTest.spec.js","","","","@smoke @regression second test",""
"passed","Tue Jul 15 13:48:38 GMT 2025","Tue Jul 15 13:48:42 GMT 2025","3960","","WebAPIPartOne.spec.js","","","","@regression Run first test",""
"passed","Tue Jul 15 13:48:15 GMT 2025","Tue Jul 15 13:48:23 GMT 2025","8246","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
"passed","Tue Jul 15 13:48:15 GMT 2025","Tue Jul 15 13:48:24 GMT 2025","9509","","UIBasicstest.spec.js","","","","@smoke @regression First playwright test",""
"passed","Tue Jul 15 13:48:36 GMT 2025","Tue Jul 15 13:48:37 GMT 2025","1030","","UIBasicstest.spec.js","","","","@regression Third playwright test",""
"passed","Tue Jul 15 13:48:35 GMT 2025","Tue Jul 15 13:48:36 GMT 2025","938","","UIBasicstest.spec.js","","","","@regression Second playwright test",""
"passed","Tue Jul 15 13:48:37 GMT 2025","Tue Jul 15 13:48:38 GMT 2025","1242","","UIBasicstest.spec.js","","","","@regression Fourth playwright test",""
"passed","Tue Jul 15 13:48:33 GMT 2025","Tue Jul 15 13:48:38 GMT 2025","4112","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
