"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 23 10:10:57 GMT 2025","Wed Jul 23 10:11:05 GMT 2025","7791","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
"passed","Wed Jul 23 10:11:12 GMT 2025","Wed Jul 23 10:11:16 GMT 2025","4526","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
