"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 02 13:01:35 GMT 2025","Wed Jul 02 13:01:39 GMT 2025","4371","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Wed Jul 02 13:01:26 GMT 2025","Wed Jul 02 13:01:32 GMT 2025","5535","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
