"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 23 08:45:47 GMT 2025","Wed Jul 23 08:45:51 GMT 2025","3832","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Wed Jul 23 08:45:37 GMT 2025","Wed Jul 23 08:45:44 GMT 2025","7140","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
