"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 13:42:14 GMT 2025","Fri Jul 18 13:42:18 GMT 2025","4021","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Fri Jul 18 13:42:01 GMT 2025","Fri Jul 18 13:42:07 GMT 2025","6563","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
