"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 13:41:13 GMT 2025","Fri Jul 18 13:41:17 GMT 2025","3918","","WebAPIPartOne.spec.js","","","","@regression Run first test",""
"passed","Fri Jul 18 13:41:11 GMT 2025","Fri Jul 18 13:41:13 GMT 2025","2506","","UIBasicstest.spec.js","","","","@regression Fourth playwright test",""
"passed","Fri Jul 18 13:41:04 GMT 2025","Fri Jul 18 13:41:09 GMT 2025","4350","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Fri Jul 18 13:40:59 GMT 2025","Fri Jul 18 13:41:06 GMT 2025","6939","","UIBasicstest.spec.js","","","","@smoke @regression First playwright test",""
"passed","Fri Jul 18 13:41:07 GMT 2025","Fri Jul 18 13:41:09 GMT 2025","2229","","UIBasicstest.spec.js","","","","@regression Second playwright test",""
"passed","Fri Jul 18 13:41:09 GMT 2025","Fri Jul 18 13:41:15 GMT 2025","6420","","ApiTest.spec.js","","","","@smoke @regression second test",""
"passed","Fri Jul 18 13:41:09 GMT 2025","Fri Jul 18 13:41:11 GMT 2025","1147","","UIBasicstest.spec.js","","","","@regression Third playwright test",""
"passed","Fri Jul 18 13:40:59 GMT 2025","Fri Jul 18 13:41:04 GMT 2025","4473","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
