"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 23 14:21:47 GMT 2025","Wed Jul 23 14:21:51 GMT 2025","4258","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Wed Jul 23 14:21:49 GMT 2025","Wed Jul 23 14:21:51 GMT 2025","1181","","UIBasicstest.spec.js","","","","@regression Third playwright test",""
"passed","Wed Jul 23 14:21:52 GMT 2025","Wed Jul 23 14:21:55 GMT 2025","3873","","ApiTest.spec.js","","","","@smoke @regression second test",""
"passed","Wed Jul 23 14:21:37 GMT 2025","Wed Jul 23 14:21:43 GMT 2025","5886","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
"passed","Wed Jul 23 14:21:51 GMT 2025","Wed Jul 23 14:21:52 GMT 2025","1280","","UIBasicstest.spec.js","","","","@regression Fourth playwright test",""
"passed","Wed Jul 23 14:21:37 GMT 2025","Wed Jul 23 14:21:43 GMT 2025","6328","","UIBasicstest.spec.js","","","","@smoke @regression First playwright test",""
"passed","Wed Jul 23 14:21:48 GMT 2025","Wed Jul 23 14:21:49 GMT 2025","1546","","UIBasicstest.spec.js","","","","@regression Second playwright test",""
"passed","Wed Jul 23 14:21:52 GMT 2025","Wed Jul 23 14:21:56 GMT 2025","4423","","WebAPIPartOne.spec.js","","","","@regression Run first test",""
