"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 04 13:47:42 GMT 2025","Mon Aug 04 13:47:48 GMT 2025","6492","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
"passed","Mon Aug 04 13:47:49 GMT 2025","Mon Aug 04 13:47:53 GMT 2025","4383","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
