"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 02 14:32:05 GMT 2025","Wed Jul 02 14:32:09 GMT 2025","4816","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Wed Jul 02 14:31:54 GMT 2025","Wed Jul 02 14:32:03 GMT 2025","9231","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
