"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 10 13:36:09 GMT 2025","Sun Aug 10 13:36:33 GMT 2025","24424","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Sun Aug 10 13:35:59 GMT 2025","Sun Aug 10 13:36:08 GMT 2025","9208","","UIBasicstest.spec.js","","","","@smoke @regression First playwright test",""
"passed","Sun Aug 10 13:36:11 GMT 2025","Sun Aug 10 13:36:12 GMT 2025","1235","","UIBasicstest.spec.js","","","","@regression Third playwright test",""
"passed","Sun Aug 10 13:36:33 GMT 2025","Sun Aug 10 13:36:39 GMT 2025","6091","","ApiTest.spec.js","","","","@smoke @regression second test",""
"passed","Sun Aug 10 13:36:14 GMT 2025","Sun Aug 10 13:36:18 GMT 2025","4562","","WebAPIPartOne.spec.js","","","","@regression Run first test",""
"passed","Sun Aug 10 13:36:12 GMT 2025","Sun Aug 10 13:36:14 GMT 2025","1397","","UIBasicstest.spec.js","","","","@regression Fourth playwright test",""
"passed","Sun Aug 10 13:36:09 GMT 2025","Sun Aug 10 13:36:11 GMT 2025","1677","","UIBasicstest.spec.js","","","","@regression Second playwright test",""
"passed","Sun Aug 10 13:35:59 GMT 2025","Sun Aug 10 13:36:07 GMT 2025","8665","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
