"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 02 13:08:31 GMT 2025","Wed Jul 02 13:08:39 GMT 2025","7894","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
"passed","Wed Jul 02 13:08:43 GMT 2025","Wed Jul 02 13:08:47 GMT 2025","4241","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
