"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 09 13:39:15 GMT 2025","Wed Jul 09 13:39:22 GMT 2025","6893","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
"passed","Wed Jul 09 13:39:25 GMT 2025","Wed Jul 09 13:39:30 GMT 2025","4819","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
