"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 02 14:20:34 GMT 2025","Wed Jul 02 14:20:38 GMT 2025","4379","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Wed Jul 02 14:20:27 GMT 2025","Wed Jul 02 14:20:33 GMT 2025","6126","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
