"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 20 13:36:26 GMT 2025","Sun Jul 20 13:36:30 GMT 2025","3965","","ApiTest.spec.js","","","","@smoke @regression second test",""
"passed","Sun Jul 20 13:36:21 GMT 2025","Sun Jul 20 13:36:26 GMT 2025","4406","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Sun Jul 20 13:36:27 GMT 2025","Sun Jul 20 13:36:28 GMT 2025","1212","","UIBasicstest.spec.js","","","","@regression Fourth playwright test",""
"passed","Sun Jul 20 13:36:14 GMT 2025","Sun Jul 20 13:36:21 GMT 2025","7073","","UIBasicstest.spec.js","","","","@smoke @regression First playwright test",""
"passed","Sun Jul 20 13:36:28 GMT 2025","Sun Jul 20 13:36:32 GMT 2025","4068","","WebAPIPartOne.spec.js","","","","@regression Run first test",""
"passed","Sun Jul 20 13:36:24 GMT 2025","Sun Jul 20 13:36:26 GMT 2025","2217","","UIBasicstest.spec.js","","","","@regression Second playwright test",""
"passed","Sun Jul 20 13:36:26 GMT 2025","Sun Jul 20 13:36:27 GMT 2025","1129","","UIBasicstest.spec.js","","","","@regression Third playwright test",""
"passed","Sun Jul 20 13:36:14 GMT 2025","Sun Jul 20 13:36:19 GMT 2025","4799","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
