"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 01 13:45:22 GMT 2025","Fri Aug 01 13:45:26 GMT 2025","3840","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Fri Aug 01 13:45:10 GMT 2025","Fri Aug 01 13:45:19 GMT 2025","8461","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
