"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 27 13:34:25 GMT 2025","Wed Aug 27 13:34:27 GMT 2025","1430","","UIBasicstest.spec.js","","","","@regression Fourth playwright test",""
"passed","Wed Aug 27 13:34:22 GMT 2025","Wed Aug 27 13:34:24 GMT 2025","1650","","UIBasicstest.spec.js","","","","@regression Second playwright test",""
"passed","Wed Aug 27 13:34:21 GMT 2025","Wed Aug 27 13:34:28 GMT 2025","7275","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Wed Aug 27 13:34:28 GMT 2025","Wed Aug 27 13:34:33 GMT 2025","4759","","ApiTest.spec.js","","","","@smoke @regression second test",""
"passed","Wed Aug 27 13:34:11 GMT 2025","Wed Aug 27 13:34:21 GMT 2025","9936","","UIBasicstest.spec.js","","","","@smoke @regression First playwright test",""
"passed","Wed Aug 27 13:34:24 GMT 2025","Wed Aug 27 13:34:25 GMT 2025","1571","","UIBasicstest.spec.js","","","","@regression Third playwright test",""
"passed","Wed Aug 27 13:34:11 GMT 2025","Wed Aug 27 13:34:19 GMT 2025","8649","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
"passed","Wed Aug 27 13:34:27 GMT 2025","Wed Aug 27 13:34:31 GMT 2025","4546","","WebAPIPartOne.spec.js","","","","@regression Run first test",""
