"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 23 13:41:33 GMT 2025","Wed Jul 23 13:41:43 GMT 2025","10642","","ApiTest.spec.js","","","","@smoke @regression @apiTest",""
"passed","Wed Jul 23 13:41:47 GMT 2025","Wed Jul 23 13:41:54 GMT 2025","6892","","ApiTest.spec.js","","","","@smoke @regression @apiTest second test",""
"passed","Wed Jul 23 13:41:33 GMT 2025","Wed Jul 23 13:41:42 GMT 2025","9387","","UIBasicstest.spec.js","","","","@smoke @regression First playwright test",""
"passed","Wed Jul 23 13:41:54 GMT 2025","Wed Jul 23 13:41:59 GMT 2025","4793","","ApiTest.spec.js","","","","@smoke @regression second test",""
